Year,State,State Abbr,District,Democratic Votes,Republican Votes,Total Votes,Voting Eligible Male,Voting Eligible Female,Voting Eligible Population,Total Population,Median Age,White,White (non Hispanic or Latino),Hispanic or Latino,Black,American Indian,Asian,Pacific,Multiracial,Male,Female,Not a citizen,Less than HS,HS grad,Some college,Bachelor's degree,Graduate degree,Total income,Income above 75k,Income below poverty,Median income,State FIPS,Income under 25k,Income 25k to 50k,Income 50k to 75k
2020,California,CA,23,115896,190222,306118,298830,297547,596377,748143,34.3,509382,327001,307535,46947,8173,39325,1161,62824,378741,369402,55121,80201,127098,166461,67392,36037,579468,81580,81368,29245,6,323333,110386,64169
2020,California,CA,24,212564,149781,362345,317088,318665,635753,736030,36.2,560067,393929,269715,13441,7582,35442,792,62502,369878,366152,78076,66016,86099,152923,101881,65985,610655,111000,60426,32329,6,293252,133729,72674
2020,California,CA,25,169305,169638,338943,298494,310828,609322,710525,36.3,428733,279075,286848,57091,6933,61515,1593,56659,354052,356473,53219,66332,106220,155464,87847,44352,557861,106095,42182,35446,6,281432,109641,60693
2020,California,CA,26,208856,135877,344733,307790,324997,632787,724221,38.0,548370,309853,331370,13842,6273,46806,1664,62692,358973,365248,79470,75465,92586,152759,104007,61972,584774,114274,48961,34335,6,273348,127480,69672
2020,California,CA,27,221411,95907,317318,349910,397220,747130,711767,41.8,260318,179983,196401,30683,3378,282285,1490,44243,345064,366703,100058,71504,92161,125908,138330,92915,600058,125396,20648,35357,6,293539,111439,69684
2020,California,CA,28,244471,91928,336399,372089,399570,771659,712193,39.8,468226,391781,174801,21238,3163,94134,922,46264,354127,358066,100671,61244,92671,137362,173457,88263,620152,138014,61279,36343,6,282300,120968,78870
2020,California,CA,29,210944,0,210944,340889,362207,703096,715422,35.0,364802,136788,483909,26951,4334,55855,1046,51732,354373,361049,148716,139970,115681,122709,77564,24934,581232,54392,57911,26318,6,331597,137922,57321
2020,California,CA,30,240038,105426,345464,371581,404482,776063,773221,39.7,472273,377918,223313,40758,3199,100050,1153,54975,379392,393829,93591,60150,91442,154977,162084,88868,645956,150069,42740,38971,6,286865,129254,79768
2020,California,CA,31,175315,110735,286050,306681,328722,635403,752561,33.3,411880,188092,408022,76508,5192,59832,1818,67699,369243,383318,78142,89254,121542,151422,74384,44243,592696,76079,55879,29778,6,321423,128308,66886
2020,California,CA,32,172942,86818,259760,335120,362493,697613,707305,37.2,303488,102239,432878,21055,9397,138438,2799,59836,348144,359161,104409,107651,125967,134107,78468,33361,580573,66221,32290,27429,6,319123,130795,64434
2020,California,CA,33,257094,123334,380428,317754,355451,673205,708972,40.8,495502,442524,95247,23787,1655,108922,757,51827,343707,365265,60572,19808,46541,104732,194985,144601,598600,216249,33038,57557,6,227169,86558,68624
2020,California,CA,34,205346,0,205346,360971,366222,727193,734546,35.0,255453,88708,449021,37778,9536,143771,1269,44949,374815,359731,189221,155424,103225,105586,106894,45280,613994,64431,51680,24998,6,360515,134161,54887
2020,California,CA,35,169405,74941,244346,322658,332090,654748,748454,32.7,317536,100756,527612,47879,9022,56467,2169,74491,374529,373925,112872,122838,123715,139643,59251,21568,588160,52798,41165,26903,6,339840,132486,63036
2020,California,CA,36,185051,121640,306691,330422,338286,668708,755516,42.3,484065,300511,372526,37223,8103,27279,1118,58319,378376,377140,82492,99573,148357,167045,72734,45903,622174,80082,70044,27044,6,344150,136557,61385
2020,California,CA,37,254916,41705,296621,328784,365184,693968,727449,35.6,306726,184886,281238,159394,4279,75554,1148,53923,352609,374840,119758,94838,85998,123053,125235,84860,613257,111821,40574,32962,6,301901,129368,70167
2020,California,CA,38,256206,0,256206,323448,355170,678618,706482,37.5,286460,113908,434778,28204,5529,113558,2268,51210,345403,361079,80819,89905,125747,145495,82518,36781,578024,75125,25370,30941,6,301705,132163,69031
2020,California,CA,39,169837,173946,343783,346374,376581,722955,732667,39.1,352268,211665,243900,17389,4294,237552,1602,47228,360352,372315,84025,50391,92358,147574,141387,72897,600094,125663,26646,37780,6,278792,119531,76108
2020,California,CA,40,135572,50809,186381,302812,312187,614999,708362,31.6,331683,30922,623243,32618,7282,16789,1200,53606,356180,352182,178569,179365,110223,95014,35913,13409,547324,28548,71892,23613,6,345122,132844,40810
2020,California,CA,41,167938,94289,262227,322660,335672,658332,768401,31.5,334625,162006,471873,68079,5431,49689,2094,52204,381428,386973,98542,106228,133083,140216,54684,33153,599815,62250,36672,27877,6,339894,134878,62793
2020,California,CA,42,157773,210274,368047,342092,352500,694592,822515,35.4,480788,329220,332264,48652,4935,79065,4135,70476,410730,411785,61364,64711,130728,191706,95813,46592,641116,119723,37137,34931,6,319446,124281,77666
2020,California,CA,43,199210,78688,277898,313895,347030,660925,727766,35.9,255228,103918,349495,155468,6253,97517,3312,59902,353231,374535,125193,106332,106995,137348,94559,43954,583355,82231,36363,30177,6,304782,131734,64608
2020,California,CA,45,221843,193096,414939,353253,390051,743304,781871,39.1,463247,379678,148456,12733,3056,203837,1748,55404,382627,399244,93620,32232,65542,139903,182363,120753,642886,189127,31756,48660,6,270391,106021,77347
2020,California,CA,46,157803,71716,229519,333495,338899,672394,730071,33.2,363657,123556,479049,13900,5282,100193,2631,50964,366517,363554,155317,141425,111383,119590,72756,26120,583746,58582,52243,27657,6,319509,146766,58889
2020,California,CA,47,197028,114371,311399,330794,348956,679750,709979,37.5,359711,221671,250890,50611,3820,164936,2887,45023,351292,358687,82832,87189,91446,147694,110767,55989,584603,104493,41756,33283,6,287374,121952,70784
2020,California,CA,48,193362,201738,395100,335611,360316,695927,720586,42.5,461217,389992,151473,9680,2578,137063,2707,47985,355055,365531,60260,52640,81020,150659,154192,89043,607787,161360,32544,42257,6,256868,114055,75504
2020,California,CA,49,205349,181157,386506,317636,326328,643964,741671,37.9,555858,431813,200778,18975,4568,54995,2706,63305,372287,369384,53544,45177,74890,147067,138671,89950,597861,149699,37245,39975,6,257399,118899,71864
2020,California,CA,50,166859,195510,362369,313067,331405,644472,748893,37.5,548651,404697,246931,19650,9026,40712,2639,67470,371498,377395,64232,60844,115192,175888,99991,50614,598841,108339,54167,33832,6,287790,129092,73620
2020,California,CA,51,165596,76841,242437,332532,330494,663026,736161,33.2,438182,98716,515213,49702,6513,58121,3482,70622,375719,360442,121012,129602,124964,138350,54067,21251,582275,42420,78094,24224,6,357653,129047,53155
2020,California,CA,52,244145,152350,396495,363853,364561,728414,774895,36.8,502377,435071,116728,24317,2848,159418,2886,55526,392953,381942,72412,27756,58041,135452,183496,143031,647342,189723,34669,48192,6,254734,116765,86120
2020,California,CA,53,199244,0,199244,350909,370054,720963,769064,35.7,466651,305463,261191,62218,4563,107433,3045,70579,383410,385654,64885,51583,94390,181536,135290,76718,643041,125934,45903,38375,6,283993,139384,93730
2020,Colorado,CO,1,331621,105955,450290,359833,363650,723483,843348,35.2,627358,487734,229619,68383,6228,28554,1272,57413,421634,421714,60449,60811,105586,138932,190258,115265,702290,153226,55392,41475,8,267179,167988,113897
2020,Colorado,CO,2,316925,182547,515663,345400,342420,687820,817394,38.0,726210,668154,88564,7718,4526,26597,533,37916,413343,404051,30947,18502,82168,144264,182009,130999,690189,156436,67355,38806,8,287079,150367,96307
2020,Colorado,CO,3,194122,220634,429319,303144,305922,609066,752192,40.5,653846,526093,187025,7171,17238,6694,634,34873,378243,373949,25958,46854,140498,172625,110889,56626,620143,76125,78702,30576,8,300852,160100,83066
2020,Colorado,CO,4,173945,285606,475107,330009,325500,655509,837275,37.4,730557,593373,187299,12121,6021,20227,1148,42281,424313,412962,40732,49882,131248,175339,132872,68580,666285,127274,58140,36458,8,293515,153061,92435
2020,Colorado,CO,5,161600,249013,432407,330544,322114,652658,811504,35.8,648255,569941,134760,47650,6585,19442,2563,58677,414246,397258,22945,31336,117659,192181,121317,79127,656007,104651,57591,33899,8,301556,160680,89120
2020,Colorado,CO,6,250314,175192,438473,330218,345145,675363,825402,36.9,584264,493690,167560,79110,5635,53485,1725,52310,410844,414558,67240,43536,114452,157632,151191,88456,656673,136984,31812,40301,8,257486,163044,99159
2020,Colorado,CO,7,250525,159301,423691,324079,329214,653293,797811,36.3,663815,498465,236299,13539,7438,26734,1008,53759,399530,398281,48783,57864,135470,161062,127453,67811,649692,114096,53489,37763,8,265460,166390,103746
2020,Connecticut,CT,1,222668,122111,349237,295003,329341,624344,709090,40.9,479164,424133,123848,107966,1804,38991,299,37119,341725,367365,45707,49963,133167,127173,107082,83190,590008,122650,35799,38953,9,248632,129094,89632
2020,Connecticut,CT,2,217982,140340,367181,294906,302024,596930,701886,42.0,596606,564766,62769,28530,2481,23673,81,32303,352063,349823,22115,34017,138665,139498,99646,77927,595601,123705,38630,38212,9,251682,128081,92133
2020,Connecticut,CT,3,203265,137596,346101,294405,328077,622482,711468,39.9,501922,445645,116170,105524,1311,32144,153,30609,342466,369002,45177,42033,149279,120803,97533,88051,600014,114275,37629,36860,9,264005,131558,90176
2020,Connecticut,CT,4,223832,130627,360125,307422,339267,646689,736148,40.5,520405,442881,149469,87064,1807,41357,449,38149,358046,378102,81925,48785,96507,96798,140849,118215,598971,168359,32802,42846,9,253616,109212,67784
2020,Connecticut,CT,5,192484,151988,349524,296128,319827,615955,711957,42.3,551897,480517,134956,53077,1676,27097,207,34467,347388,364569,46607,50752,137763,128002,106349,77158,589278,119299,46454,37687,9,253297,132128,84554
2020,Delaware,DE,1,281382,196392,488270,384853,423180,808033,967679,41.0,652587,595236,91350,212795,3560,38528,705,37567,467720,499959,44205,63843,210998,182986,129092,92951,798495,130286,56220,34513,10,354075,198743,115391
2020,Florida,FL,1,149172,283352,438532,318671,323819,642490,785773,38.7,596277,569952,53164,104109,3132,20511,1547,43608,394989,390784,18854,49183,146137,192720,98372,56684,644636,85086,57799,29962,12,319044,161564,78942
2020,Florida,FL,2,0,305337,311999,307375,296813,604188,726881,42.7,585278,551974,48897,91075,2481,13178,650,25096,371826,355055,18611,63858,171943,157967,75657,49928,610498,60460,70375,27345,12,331909,152029,66100
2020,Florida,FL,3,167326,223075,390401,304882,321052,625934,747806,37.6,550046,497846,78153,121940,1863,25781,319,36407,369659,378147,26717,52472,149399,154599,86214,59173,621569,64563,77261,27293,12,340429,148271,68306
2020,Florida,FL,4,196423,308497,504940,337348,361080,698428,820783,39.9,646679,599959,74035,78328,2186,38205,526,38263,403541,417242,36081,38015,136257,167288,153125,85232,676013,128983,50278,37035,12,288505,164851,93674
2020,Florida,FL,5,219463,117510,336973,285430,311813,597243,737321,34.3,322618,284775,63828,348660,1872,18494,425,30552,357308,380013,26797,67566,159572,149993,69228,33733,596181,36366,50424,25597,12,341924,155840,62051
2020,Florida,FL,6,172351,265393,437856,327433,358779,686212,783276,47.4,628757,566512,103087,83079,2374,13893,539,25485,378912,404364,22463,53646,185084,202006,93864,50267,669399,69122,69179,28041,12,347278,172588,80411
2020,Florida,FL,7,224946,175750,406449,330560,357920,688480,775811,36.7,566097,435102,201550,84476,1580,37368,337,48176,379628,396183,45252,35688,111112,166025,143170,78664,652774,99549,57733,33014,12,314668,157197,81360
2020,Florida,FL,8,177695,282093,459788,320835,352055,672890,766728,48.5,625083,565610,86112,73205,2057,16975,679,34456,373855,392873,25524,48059,156329,193555,109793,67404,654456,87558,59031,29472,12,326135,164948,75815
2020,Florida,FL,9,240724,188889,429638,369094,396200,765294,895237,38.0,615052,361178,376211,117934,2690,27006,766,70240,438835,456402,76188,83802,176884,192227,103699,53381,724115,62990,77622,26225,12,405082,184115,71928
2020,Florida,FL,10,239434,136889,376397,357286,388770,746056,843134,35.8,441374,292767,248526,237063,1672,44855,364,61135,409811,433323,108548,72324,146135,170068,122691,60350,676164,75662,51054,27768,12,356194,171356,72952
2020,Florida,FL,11,158094,316979,475073,335477,368111,703588,790906,55.7,678798,617976,87056,58961,2555,10131,231,28112,382073,408833,18441,66015,216826,205279,84119,52243,689274,61226,80629,26040,12,370527,181714,75807
2020,Florida,FL,12,168194,284941,453135,324686,365498,690184,788853,46.5,673158,599127,107114,40670,2230,22014,565,37213,378595,410258,32576,51681,183789,183781,108461,58570,665770,85158,74241,29486,12,335333,164372,80907
2020,Florida,FL,13,215405,190720,406125,319676,350280,669956,736584,47.2,569881,520030,77153,90961,1839,27349,704,33310,357186,379398,34376,51063,155179,180763,116067,62568,636919,85187,58321,30805,12,299942,171861,79929
2020,Florida,FL,14,224240,147896,372136,345514,370105,715619,802492,36.8,525750,352132,254927,142463,1966,38569,677,65963,394449,408043,81554,59869,143669,139436,130347,78541,659758,95496,64685,30926,12,326937,161064,76261
2020,Florida,FL,15,174297,216374,390671,325274,355869,681143,805103,38.6,578542,451395,193337,118321,2701,23724,624,48244,392807,412296,49055,65800,171018,171974,98834,48951,657054,70961,68845,29391,12,336980,172287,76826
2020,Florida,FL,16,215683,269001,484684,351969,395219,747188,853737,47.4,689298,587726,150656,78669,2171,18841,410,36643,411738,441999,54570,60886,179394,186061,125731,84234,718964,105491,62762,31682,12,335013,185028,93432
2020,Florida,FL,17,140487,266514,412397,346030,355331,701361,788069,51.9,667808,577684,125346,56418,2339,11815,330,26480,392109,395960,39244,74351,210872,182181,86060,52394,679607,67427,77811,27035,12,359545,177962,74673
2020,Florida,FL,18,186674,253286,449720,339247,370411,709658,781418,48.0,605972,513380,131057,102144,2518,18058,510,34602,379873,401545,47742,56162,155653,182472,121118,69655,663925,103060,54640,31781,12,313047,166357,81461
2020,Florida,FL,19,172146,272440,444589,368836,401429,770265,834988,51.7,690047,570974,170834,63849,1100,14882,468,37282,406115,428873,73479,61489,185296,184121,128972,83926,722755,109532,66397,30929,12,340064,184944,88215
2020,Florida,FL,20,253661,68748,322409,358828,402121,760949,791022,36.9,274620,138702,192977,426545,2108,20646,416,46358,383593,407429,112101,91065,172981,153262,76735,39368,633902,44784,40388,25725,12,360765,165174,63179
2020,Florida,FL,21,237925,157616,403093,358602,397997,756599,782529,46.2,563482,425520,195336,124003,1904,21942,286,45119,380162,402367,99763,66373,141439,164864,127096,83523,663473,102278,52259,30752,12,322527,160516,78152
2020,Florida,FL,22,235764,166553,402317,358981,384145,743126,765204,44.8,554204,431523,172040,117234,1257,24903,346,45280,377966,387238,89270,45192,134463,157718,142408,89215,648020,122102,51934,35153,12,290811,150109,84998
2020,Florida,FL,23,221239,158957,381196,363826,422176,786002,768038,41.8,519318,300670,306206,110635,2290,34521,519,68973,366322,401716,103222,41606,122515,160666,134011,87753,635791,108297,51595,34001,12,301743,147543,78208
2020,Florida,FL,24,218825,59101,289638,362624,403066,765690,749846,37.2,291898,82919,307777,355581,1371,8991,454,51269,367216,382630,141005,106579,164356,133656,72482,39122,608355,36469,49440,23426,12,372226,149833,49827
2020,Florida,FL,25,0,0,289638,412283,451954,864237,775411,42.6,618307,149405,585881,32548,1640,8664,46,83688,381932,393479,193800,120924,160882,134682,93241,52011,650855,56607,94955,24722,12,378357,155944,59947
2020,Florida,FL,26,165407,177223,342630,386652,442448,829100,771373,39.2,553664,130525,538926,85152,2550,14214,262,80827,376745,394628,137531,91505,147608,142514,104389,45898,631573,64532,70180,26825,12,356732,145911,64398
2020,Florida,FL,27,166758,176217,342975,399533,441628,841161,748601,42.0,567580,155859,538640,37038,1209,15138,339,94236,367349,381252,176337,76625,123750,125162,132709,98565,637157,109331,75757,30203,12,329079,133357,65390
2020,Georgia,GA,1,135238,189457,324695,285944,302255,588199,744521,36.1,460764,434281,51878,221060,2541,13832,1091,29296,366658,377863,20123,56582,150267,159272,80910,49459,597816,69883,53062,28926,13,310320,145188,72425
2020,Georgia,GA,2,161397,111620,273017,250354,268068,518422,665536,36.8,277613,263241,34611,345802,1543,8172,696,19422,326003,339533,13677,72205,147367,138254,47161,33678,535273,38940,38290,23393,13,324788,120251,51294
2020,Georgia,GA,3,129792,241526,371318,278708,308503,587211,746086,38.3,503574,477904,44531,187372,2159,14905,478,23501,360745,385341,21378,56746,153220,149165,88834,51298,602023,83102,48157,31315,13,301560,136948,80413
2020,Georgia,GA,4,278906,69393,348299,290466,337747,628213,756133,36.3,197633,167379,71204,456210,2077,40792,1082,30152,358224,397909,64640,56506,129645,153015,99102,63532,601303,69051,19457,30769,13,300866,154767,76619
2020,Georgia,GA,5,301857,52646,354503,310015,340656,650671,780778,33.5,253080,227316,54469,441832,2901,36003,400,28101,375107,405671,39552,52105,118652,117942,133530,104080,643854,113936,24199,32040,13,314094,137365,78459
2020,Georgia,GA,6,216775,180329,397104,313969,335208,649177,759318,38.6,501365,445611,93206,104935,7012,89867,142,37381,374245,385073,87630,29675,62531,99074,199144,133926,609616,180302,26192,49515,13,233736,112912,82666
2020,Georgia,GA,7,190900,180564,371464,336129,366241,702370,833680,36.0,423976,348135,163004,177517,3378,124076,40,44925,405274,428406,115648,59549,109361,137114,148884,79734,647506,118583,32080,36403,13,300350,144364,84209
2020,Georgia,GA,8,109264,198701,307965,265660,288907,554567,710259,37.3,439728,414613,47647,222171,2655,10793,492,19946,346688,363571,18753,64399,158669,141269,61564,46409,571150,54362,57775,26965,13,317331,133268,66189
2020,Georgia,GA,9,79797,292750,372547,298652,314089,612741,762916,41.1,651220,585649,99837,50428,1992,9937,483,28095,376097,386819,38544,86279,162779,147798,78607,48767,622972,68620,78991,27924,13,324891,155258,74203
2020,Georgia,GA,10,142636,235810,378446,292595,311011,603606,756449,37.2,508582,483347,46173,193264,806,16904,452,22798,371465,384984,20607,59304,156527,139003,79659,57325,613773,73672,55191,28848,13,326261,137633,76207
2020,Georgia,GA,11,160623,245259,405882,305743,329886,635629,777408,36.9,556658,508366,87613,131198,1904,27488,694,32823,380429,396979,51031,43298,112707,145923,146248,75910,630122,124647,43125,37758,13,276484,140383,88608
2020,Georgia,GA,12,129061,181038,309544,277674,293914,571588,729203,35.7,419473,396300,46622,254537,1665,12953,626,24071,358694,370509,17839,71328,158822,140083,62708,42285,585684,53721,57406,25338,13,338444,130707,62812
2020,Georgia,GA,13,279045,81476,360521,280019,331256,611275,770115,36.0,221399,180687,86195,467797,1229,21365,220,26399,359666,410449,41566,54259,142961,156259,93159,55500,605983,73217,22215,32033,13,290369,159680,82717
2020,Georgia,GA,14,77798,229827,307625,274130,292801,566931,724177,38.2,605200,545460,86067,65721,3100,7516,231,26259,354641,369536,31844,86418,161866,145565,57801,33448,580029,52993,75019,27655,13,308198,149321,69517
2020,Hawaii,HI,1,183245,71188,254433,321171,340435,661606,706681,39.7,120810,108011,62232,15836,926,353995,55193,151999,354434,352247,62797,41115,122310,156287,121839,65215,587307,110476,8401,39264,15,235758,147115,93958
2020,Hawaii,HI,2,171517,84027,272102,296817,307638,604455,713393,39.2,222113,198349,90334,10881,2582,180524,92505,192919,357816,355577,44325,33760,149721,158741,96840,50595,576801,89015,22825,34582,15,255706,149389,82691
2020,Idaho,ID,1,131380,310736,458569,348588,358693,707281,913009,38.3,805952,755277,102886,5202,12117,10945,1744,40585,456415,456594,22710,51386,169732,221736,113410,52863,726391,84767,80038,29231,16,363808,187369,90447
2020,Idaho,ID,2,124151,250669,391333,322244,322713,644957,841358,34.8,745027,672252,120081,6334,10912,13556,1430,34511,423348,418010,36113,48803,135985,189355,107682,54392,660215,74925,89603,28248,16,337265,168190,79835
2020,Illinois,IL,1,239943,85027,325123,261644,311337,572981,705263,38.9,286760,244405,78741,354264,1063,14531,146,23252,330293,374970,26057,49460,124939,160291,85019,58958,574629,82055,21700,31159,17,292224,125311,75039
2020,Illinois,IL,2,234896,63142,298038,252881,298020,550901,692805,38.1,241238,180440,99096,397193,988,5323,92,20393,323884,368921,23555,51748,135179,163489,66886,41754,557651,60901,29316,28665,17,297878,128354,70518
2020,Illinois,IL,3,172997,133851,306848,305039,313875,618914,708422,38.6,518354,396555,235688,34756,2705,31955,181,37381,355649,352773,64561,65452,139555,134133,90460,50726,567205,96136,44248,34701,17,266764,126783,77522
2020,Illinois,IL,4,187219,35518,222737,305033,304841,609874,683260,33.7,365945,159658,462825,27736,4120,26830,288,55817,342554,340706,128414,109581,125587,95608,80323,41643,547860,60931,45773,30079,17,283040,141804,62085
2020,Illinois,IL,5,255661,96200,361271,335502,352049,687551,737812,35.5,575574,493780,146057,22269,1686,55468,400,39062,365078,372734,65812,39057,86719,105012,181946,122408,620249,172830,40309,49125,17,219501,126226,101692
2020,Illinois,IL,6,213777,183891,404747,301769,321749,623518,723356,41.2,584852,539401,76148,18393,863,70752,60,27820,355197,368159,39471,23753,81929,125876,162293,105845,587863,168862,24332,47404,17,227289,109383,82329
2020,Illinois,IL,7,249383,41390,310128,297394,331402,628796,720942,34.9,262422,210030,119726,319726,1453,57322,269,29227,346388,374554,58221,65383,109855,110378,118314,107416,605087,131632,24214,35240,17,295627,107171,70657
2020,Illinois,IL,8,186251,0,254578,315824,328237,644061,708921,37.5,444818,354260,205052,38294,3922,95336,655,40514,349809,359112,99643,62526,119854,135149,110340,55482,570635,95243,31153,36187,17,247906,143730,83756
2020,Illinois,IL,9,262045,107125,369170,328677,353070,681747,724967,40.5,502689,454916,84717,67124,2195,95203,301,35568,354352,370615,74470,41658,79505,107202,162529,123975,598575,144719,40455,40771,17,255250,119298,79308
2020,Illinois,IL,10,202402,114442,316874,308346,323240,631586,705705,39.0,482322,397752,162852,48939,3207,79556,381,32620,349629,356076,78752,48422,95863,111171,123129,93301,571227,127537,30982,37014,17,253270,121275,69145
2020,Illinois,IL,11,194557,112807,307377,293103,309324,602427,717503,36.6,461784,360120,200472,79740,3077,59171,270,46743,353574,363929,71790,58286,107502,132119,106996,64210,569889,107626,31407,36200,17,251401,130682,80180
2020,Illinois,IL,12,127577,194839,322416,265838,279464,545302,690097,39.8,534032,520538,25200,116643,1133,8538,290,21656,340966,349131,9064,45464,145798,169853,69741,46382,563543,64324,62129,29440,17,286815,136175,76229
2020,Illinois,IL,13,151648,181373,333021,280687,295505,576192,700322,36.9,562381,545019,26136,79996,1271,28984,332,22808,345491,354831,23915,34846,137635,141076,82649,60179,587496,70970,72707,30074,17,300580,137459,78487
2020,Illinois,IL,14,203209,197835,401052,293330,303023,596353,741407,39.5,630850,570460,93798,25310,1184,37125,468,26408,368510,372897,28524,29067,109782,143542,136008,75738,590049,144403,32105,43677,17,235787,119046,90813
2020,Illinois,IL,15,88559,244947,333506,267820,271706,539526,687456,41.3,634494,621185,19243,29566,1094,4473,280,14364,343395,344061,5417,46407,163235,171181,64740,33924,560545,59950,74833,30409,17,274994,147591,78010
2020,Illinois,IL,16,119313,218839,338159,275465,281520,556985,691553,40.7,611417,566216,71771,27611,967,10286,154,22208,345328,346225,18324,44906,155779,163495,70577,39221,568390,77927,62241,31615,17,268407,139409,82647
2020,Illinois,IL,17,156011,143863,299895,262251,275753,538004,675779,40.7,543737,505998,62436,81155,1848,9125,352,26399,333949,341830,19567,53280,158088,161789,61295,31419,551159,51994,66487,27788,17,282200,144274,72691
2020,Illinois,IL,18,110039,261840,371879,268548,285511,554059,700594,40.6,630398,616726,20738,27945,1196,19589,277,17312,343037,357557,14010,29042,143605,151315,101766,57682,570011,94134,55020,35699,17,249231,141599,85047
2020,Indiana,IN,1,185180,132247,326948,279250,296117,575367,715976,39.3,493724,443367,114960,131902,1794,9600,231,32244,351559,364417,17745,48392,174345,149723,76348,41223,582318,79943,44610,31284,18,291455,136279,74641
2020,Indiana,IN,2,114967,183601,298568,273417,287774,561191,724543,37.9,614078,570605,72216,49618,2732,9769,346,29917,357172,367371,24706,65071,167471,135911,68665,40270,577556,55941,66567,29249,18,291111,156720,73784
2020,Indiana,IN,3,104762,220989,325751,278929,292416,571345,747367,37.2,645150,616405,47420,44864,1390,18333,260,25690,369828,377539,18924,57621,165006,150123,79401,38517,589491,60036,59804,30900,18,277151,170796,81508
2020,Indiana,IN,4,112984,225531,338515,300610,303771,604381,762256,36.8,665484,639569,48335,32866,1609,23970,190,20404,381992,380264,29140,45250,169928,143022,85480,50553,619843,74433,64133,30884,18,300776,159770,84864
2020,Indiana,IN,5,191226,208212,416226,296844,321905,618749,782573,38.5,650478,627982,36599,67018,1295,28625,181,25155,381014,401559,23661,29191,118392,134516,154495,95078,628394,126700,46588,38439,18,258281,152141,91272
2020,Indiana,IN,6,91103,225318,328212,277687,289762,567449,720302,40.1,664237,652444,21576,19123,1021,11878,236,16786,356269,364033,13555,51791,187893,139951,68936,41215,590083,59441,80315,29920,18,288535,162622,79485
2020,Indiana,IN,7,176422,106146,282568,280672,309795,590467,766338,33.6,437346,390642,88188,232375,1796,28872,156,33363,370662,395676,55557,77923,152010,137364,83684,43234,599327,54087,58561,28653,18,307960,167262,70018
2020,Indiana,IN,8,95691,214643,320617,279090,286811,565901,719258,39.9,653462,643132,19440,31880,890,7898,497,17559,358235,361023,10612,51812,176451,154808,69986,38195,587356,59233,77138,29265,18,293518,160012,74593
2020,Indiana,IN,9,122566,222057,359038,295768,309941,605709,758280,38.2,686395,669307,26741,22277,1503,19760,108,21473,373619,384661,18324,49374,170900,149147,83906,53608,623659,73063,74459,30708,18,304072,162827,83697
2020,Iowa,IA,1,201347,212088,413869,299014,309976,608990,772873,39.0,695512,673842,32979,31175,3151,13170,1447,21614,382939,389934,18929,36605,169239,169286,97625,46345,627248,78312,63514,32383,19,274704,177424,96808
2020,Iowa,IA,2,196958,196964,394625,306477,314438,620915,782527,38.3,692305,661086,46424,34164,1750,20214,513,24227,388131,394396,25569,39418,163728,165680,96489,57439,635605,75974,75932,31245,19,299566,168618,91447
2020,Iowa,IA,3,219205,212997,447947,321407,337575,658982,841226,37.2,732514,692489,59679,38135,2048,29292,724,26416,415355,425871,31855,42206,152444,175658,134205,59662,667954,107602,57394,36633,19,270199,178105,112048
2020,Iowa,IA,4,144761,237369,383022,298247,300053,598300,753385,38.9,686087,650529,55325,13561,3589,16620,1257,20722,378011,375374,24140,40172,161960,171353,86729,38621,613571,66078,68627,31147,19,282198,172786,92509
2020,Kansas,KS,1,84393,208229,292622,278616,271094,549710,697312,35.9,607808,530329,113511,21957,3777,11576,865,32809,354064,343248,32150,48390,125870,157570,75403,39031,557874,51260,68502,28669,20,274514,160194,71906
2020,Kansas,KS,2,136650,185464,336315,277707,285781,563488,715946,37.9,615083,584702,49992,33099,9436,11902,514,33710,356593,359353,12901,34779,146323,149330,87805,54461,582001,63670,68078,30067,20,283479,155903,78949
2020,Kansas,KS,3,220049,178773,410418,296912,314451,611363,774850,36.9,609565,551467,95261,63888,2511,39423,486,33159,381550,393300,47738,36580,92714,138933,154688,94738,613274,130365,33475,40785,20,239816,146732,96361
2020,Kansas,KS,4,116166,203432,319598,276185,286332,562517,724511,36.8,583709,527490,92838,46893,6554,24192,479,40367,359712,364799,26850,45624,129319,157945,92448,50039,572447,66710,60379,30859,20,273942,153859,77936
2020,Kentucky,KY,1,82141,246329,328470,275149,286073,561222,718344,40.0,638018,624189,23489,48571,1596,4846,633,18744,355314,363030,7162,66602,186692,146933,51125,36089,583148,45225,102656,25154,21,327066,148916,61941
2020,Kentucky,KY,2,94643,255735,360399,292261,306158,598419,764943,38.6,676503,661200,27218,42702,1681,12234,1098,23551,378504,386439,15909,61586,180670,161081,63861,45495,619200,60335,92161,27714,21,320613,158107,80145
2020,Kentucky,KY,3,230672,136425,367097,287644,316540,604184,744444,38.2,518835,491229,43386,167208,1062,21940,499,25894,359475,384969,33692,48477,137185,159514,101769,68470,606861,80670,51553,31752,21,277466,164390,84335
2020,Kentucky,KY,4,125896,256613,382509,291656,300674,592330,763817,39.2,696695,682046,26406,25844,875,9590,294,20937,379932,383885,14296,50435,159321,155170,96758,58528,614641,90455,72135,32742,21,285119,151811,87256
2020,Kentucky,KY,5,47056,250914,297970,266638,276715,543353,693463,41.1,666618,660495,9607,10004,1608,2934,158,10005,344301,349162,4043,104706,184733,126351,35302,31668,567280,30163,165055,20359,21,369927,118904,48286
