Year,State,State Abbr,District,Democratic Votes,Republican Votes,Total Votes,Voting Eligible Male,Voting Eligible Female,Voting Eligible Population,Total Population,Median Age,White,White (non Hispanic or Latino),Hispanic or Latino,Black,American Indian,Asian,Pacific,Multiracial,Male,Female,Not a citizen,Less than HS,HS grad,Some college,Bachelor's degree,Graduate degree,Total income,Income above 75k,Income below poverty,Median income,State FIPS,Income under 25k,Income 25k to 50k,Income 50k to 75k
2018,Michigan,MI,4,106540,178510,285050,278904,283709,562613,701141,41.4,658418,641271,22441,12875,5205,7129,168,14852,350522,350619,7859,43564,167811,163293,64525,38812,583244,51197,95200,25238,26,324132,142236,65679
2018,Michigan,MI,5,164502,99265,276413,256272,281668,537940,679543,41.3,525852,502405,33552,117252,2708,6370,152,21764,328880,350663,6247,48910,156594,171890,59011,32704,555911,45225,78837,25321,26,308650,140761,61275
2018,Michigan,MI,6,134082,147436,293438,275971,290083,566054,716503,38.7,605296,577706,43781,59278,3370,11511,191,26220,353372,363131,18965,44968,139764,157292,82049,51266,582210,58789,72117,27299,26,302023,149039,72359
2018,Michigan,MI,7,136330,158730,295060,278591,280973,559564,705518,41.8,643177,619753,31248,29597,2897,7046,129,17182,354070,351448,8632,40006,159291,171141,75368,43133,579513,67056,65836,29929,26,288066,148445,75946
2018,Michigan,MI,8,172880,159782,341593,292292,307166,599458,736078,38.2,626562,602058,37578,41262,2080,34051,271,24168,362763,373315,31247,26280,105300,154569,113525,81293,605794,105300,56566,32217,26,290987,130208,79299
2018,Michigan,MI,9,181734,112123,304563,298193,322800,620993,718682,40.2,563840,551154,17037,98079,2618,31698,335,17917,350421,368261,32180,52178,141524,165723,95278,59257,599335,80885,60795,31063,26,285500,152533,80417
2018,Michigan,MI,10,106061,182808,303064,288324,298925,587249,717176,42.8,663950,646326,23466,20499,1468,12267,139,15083,355460,361716,14582,45015,159356,180708,74923,42978,591330,84940,61390,30795,26,286589,144034,75767
2018,Michigan,MI,11,181912,158463,350901,300428,319092,619520,727670,41.6,591292,573509,23728,37646,1978,73955,176,17405,357797,369873,47403,26532,96656,146172,140754,101942,599218,137871,32116,40313,26,252334,125458,83555
2018,Michigan,MI,12,200588,85115,294628,293548,313200,606748,711209,35.6,558573,529407,41717,76577,2067,39961,216,24566,348571,362638,39419,45832,116877,139039,83485,76632,586506,80112,80423,30482,26,293057,138145,75192
2018,Michigan,MI,13,165355,0,196299,250173,284465,534638,679044,36.0,259303,229922,51001,371965,2788,9581,275,16326,323629,355415,27773,78629,148276,147670,44210,23862,540806,27815,59295,20930,26,346088,120710,46193
2018,Michigan,MI,14,214334,45899,264994,264620,305248,569868,691955,38.4,236707,214936,33645,389786,1741,34052,232,20505,327646,364309,33672,60703,116779,146052,79182,65346,560136,65192,34166,25896,26,316032,121507,57405
2018,Minnesota,MN,1,2175003,1853459,291661,263772,268961,532733,672649,38.3,606708,576824,42885,21568,2206,18626,399,12256,336052,336597,26124,36311,133849,149977,82856,44461,542770,62460,56484,31578,27,244242,154155,81913
2018,Minnesota,MN,2,2175003,1853459,337968,270530,284028,554558,698522,37.6,590404,568269,42413,33527,3125,32791,339,21147,345147,353375,25450,24283,105145,153486,125396,55032,553456,109066,29280,40156,27,210083,140455,93852
2018,Minnesota,MN,3,2175003,1853459,363949,280402,304125,584527,710378,40.2,571431,551545,31869,54549,2091,52227,396,20599,346548,363830,39369,22065,84773,144672,157685,86576,570753,139074,23224,42933,27,206434,134449,90796
2018,Minnesota,MN,4,2175003,1853459,328614,282106,304798,586904,706259,35.9,500600,472459,47374,72082,4449,87398,264,28452,344731,361528,44974,39883,96312,130607,123588,80607,566122,96260,34644,34313,27,246429,140445,82988
2018,Minnesota,MN,5,2175003,1853459,343358,300209,306201,606410,707352,33.7,474361,444397,65454,121231,7787,43584,141,30330,353885,353467,58070,44135,88516,129164,139055,81770,580034,92949,44356,33209,27,251576,147886,87623
2018,Minnesota,MN,6,2175003,1853459,315726,271257,268885,540142,702583,36.9,637461,626547,19541,22710,3030,16618,49,16113,354615,347968,15278,24953,124582,169121,97469,40656,554265,89144,35898,36790,27,224261,145981,94879
2018,Minnesota,MN,7,2175003,1853459,281509,256043,259767,515810,664941,40.5,607908,588501,31522,9516,19143,5994,371,12979,333466,331475,13780,38162,146964,164307,71750,27443,534416,51292,55761,30105,27,248535,157460,77129
2018,Minnesota,MN,8,2175003,1853459,314211,266811,263316,530127,664674,43.2,617171,609529,11706,7003,17151,5121,228,15891,337304,327370,5068,32609,149917,175187,73564,34874,548378,54762,65414,28764,27,266999,148219,78398
2018,Mississippi,MS,1,76601,158245,236521,277789,306147,583936,760715,37.7,521357,508360,25149,209434,1175,5198,220,12494,368391,392324,10939,83729,156480,158353,66190,36799,610318,46198,66011,25149,28,349522,152185,62413
2018,Mississippi,MS,2,158921,0,221379,252102,284512,536614,711716,36.2,223845,216997,16030,469706,2400,3382,87,5430,341513,370203,7809,89506,141623,141082,54281,33328,563755,29023,27077,20767,28,369023,121743,43966
2018,Mississippi,MS,3,94461,160284,257271,276602,301919,578521,749199,37.3,456651,444596,17248,266191,7265,8162,151,6701,363219,385980,11801,71718,143898,151959,77293,51675,602949,56359,52356,25100,28,349022,135438,62130
2018,Mississippi,MS,4,68787,152633,223732,287550,306643,594193,767132,37.3,549340,526999,32066,180503,2849,11571,249,15568,377256,389876,12768,71392,154563,173834,68510,41101,615237,48898,75401,24502,28,358754,143985,63600
2018,Missouri,MO,1,219781,45867,274375,272115,316538,588653,732537,35.6,314813,297137,26091,364694,1631,22238,299,20836,346013,386524,26941,56067,126574,154997,88932,69011,596767,56968,35052,26891,29,315879,152693,71227
2018,Missouri,MO,2,177611,192477,376066,299666,330292,629958,763266,42.9,679899,664515,20224,28175,1200,35376,219,14243,369646,393620,23021,26314,103070,148010,154451,110385,629066,138777,32852,40059,29,251367,146369,92553
2018,Missouri,MO,3,106589,211243,324608,298822,308756,607578,782693,38.9,725338,710774,19692,26322,2492,7953,392,16002,388877,393816,8644,51138,172525,169720,90619,47342,631225,71976,64799,31232,29,296656,174161,88432
2018,Missouri,MO,4,95968,190138,293316,298840,304252,603092,765070,36.9,680970,661803,29617,35707,4356,12408,766,23691,383708,381362,14074,54010,169267,149225,76487,48655,622411,50032,95955,25420,29,342990,160526,68863
2018,Missouri,MO,5,175019,101069,283785,288657,316587,605244,764511,36.9,521075,487429,68681,168389,3141,14165,2615,24722,370177,394334,26211,54718,160578,159741,92436,52922,615968,60434,56789,29164,29,303733,172837,78964
2018,Missouri,MO,6,97660,199796,305409,293241,303147,596388,768533,38.6,695087,674911,30535,32681,3172,9791,817,20791,381430,387103,10802,45146,174351,152122,94144,49861,617742,71216,72180,29934,29,304107,160894,81525
2018,Missouri,MO,7,89190,196343,296455,291713,313709,605422,773182,38.0,710180,682108,38772,14959,7565,9690,1427,21213,378779,394403,14996,58431,166171,165749,81609,42533,627092,45404,107792,25164,29,348845,170010,62833
2018,Missouri,MO,8,66151,194042,264399,286117,290865,576982,740270,40.8,680980,669653,15493,33969,3395,5099,127,13830,370142,370128,6900,84705,193894,147232,50865,30831,602641,35917,121396,21949,29,364785,146187,55752
2018,Montana,MT,1,233284,256661,504421,411574,413921,825495,1041732,39.8,925642,898953,39019,4630,67289,7947,757,29435,524220,517512,10716,48608,208896,233893,148624,74246,852154,88705,108702,27115,30,434495,223896,105058
2018,Nebraska,NE,1,93069,141712,234781,250744,252380,503124,641533,35.5,568890,525115,58577,19315,7834,17126,522,18100,321913,319620,25764,31885,108105,140108,84730,44017,511014,57072,56496,30817,31,234137,144897,74908
2018,Nebraska,NE,2,121770,126715,248485,246428,258750,505178,659795,34.6,537848,479815,74227,63830,3592,22364,350,19867,325995,333800,36818,38117,89860,129957,111284,59451,513929,78592,44981,34554,31,223139,134557,77641
2018,Nebraska,NE,3,49654,163650,213304,233676,237172,470848,603432,40.1,559725,507384,70477,7715,5856,4615,520,10633,302002,301430,20507,40737,128584,145894,62277,27457,483756,43268,59324,27987,31,235645,140931,63912
2018,Nevada,NV,1,100707,46978,152201,310778,303143,613921,689384,36.3,359384,209826,316733,80375,7868,57532,5365,30883,352636,336748,131766,105716,151066,136168,49973,21757,557918,29527,66004,24566,32,329117,152914,46360
2018,Nevada,NV,2,120102,167435,287537,298110,292666,590776,708357,39.3,575751,471955,158751,13359,16343,27826,3301,26957,359820,348537,46393,57423,127765,175266,82399,48521,578068,76816,62526,31422,32,272610,149089,79553
2018,Nevada,NV,3,148501,122566,286168,339090,363940,703030,785285,39.1,526337,441468,137555,56746,3759,108126,5772,45180,387729,397556,52669,39956,140012,196786,117284,63020,641931,104215,39901,35880,32,283500,162053,92163
2018,Nevada,NV,4,121962,102748,234868,295361,312725,608086,739823,36.6,473631,334844,218558,110643,7875,41209,4914,37479,366980,372843,62429,71068,144386,170490,67854,34540,583024,62801,50510,30200,32,299228,150962,70033
2018,New Hampshire,NH,1,155884,130996,291039,276516,288154,564670,677001,42.1,630134,612702,23305,10983,739,17394,195,14424,335439,341562,18078,33255,127939,139004,111635,65860,569537,98009,46191,35168,33,241882,143725,85921
2018,New Hampshire,NH,2,155358,117990,279705,273708,284906,558614,666621,43.4,619880,601845,25051,9533,1351,18730,164,13466,329544,337077,18303,34352,135066,135074,101642,68288,561394,92075,44698,33797,33,245317,142009,81993
2018,New Jersey,NJ,1,169628,87617,263418,286330,315256,601586,726200,39.1,492776,454757,98050,124810,1244,37554,281,21282,350809,375391,29173,50914,156460,135333,100433,55593,591525,99253,34553,33155,34,278541,127662,86069
2018,New Jersey,NJ,2,136685,116866,258363,293080,308833,601913,719651,42.0,544043,472914,116263,89061,2449,27840,220,23678,354443,365208,35035,66138,170395,136083,86848,44720,592602,85356,50099,29624,34,297657,133383,76206
2018,New Jersey,NJ,3,153473,149500,306875,300262,324163,624425,735635,43.5,589440,553348,59638,80223,575,26867,484,22516,359523,376112,21268,35998,161803,148574,115539,61765,612197,119857,34577,37359,34,263262,135178,93900
2018,New Jersey,NJ,4,126766,163065,294348,289903,319836,609739,739922,41.3,629171,573581,77230,48007,754,31456,284,13516,357586,382336,37298,37785,132069,128789,124716,76969,591487,131941,53697,38039,34,259373,116732,83441
2018,New Jersey,NJ,5,169546,128255,301823,321621,350239,671860,737642,43.2,585546,512518,101662,37404,1512,77679,178,15077,359483,378159,49452,33100,122311,114863,151236,91270,607224,159677,26485,44107,34,250959,111414,85174
2018,New Jersey,NJ,6,140752,80443,221195,335096,350512,685608,736045,37.6,465765,349662,161562,77682,1499,137850,240,18861,363093,372952,96677,55309,135554,110278,117020,78569,602650,118831,43563,37011,34,288574,116553,78692
2018,New Jersey,NJ,7,166985,150785,322742,313215,339098,652313,739893,42.7,588665,527045,90143,35518,927,74950,75,14611,362765,377128,53249,29158,105563,105080,152697,119526,604807,181926,24806,49461,34,237820,104073,80988
2018,New Jersey,NJ,8,119881,28725,153455,363196,376389,739585,760952,34.8,433067,193430,414872,76952,2691,67563,612,27471,380966,379986,186391,108150,148847,98269,109123,64245,618896,95754,66517,30271,34,323108,128459,71575
2018,New Jersey,NJ,9,140832,57854,200416,353525,386727,740252,751755,38.0,445379,288417,282062,76430,2056,98488,338,23017,366682,385073,119232,75043,160228,107634,113638,59557,610957,99618,57359,32410,34,310341,124874,76124
2018,New Jersey,NJ,10,175253,20191,200159,326895,366965,693860,749828,36.0,214735,142994,153838,390485,2239,53985,214,18288,358960,390868,97017,70295,157131,127223,94407,51542,603664,74422,28228,28689,34,329802,126553,72887
2018,New Jersey,NJ,11,183684,136322,323574,317395,351434,668829,735773,43.3,603954,539524,82288,28338,665,74302,192,15677,355811,379962,45348,27184,110598,100958,164590,116947,609834,181233,23711,50048,34,237184,104273,87144
2018,New Jersey,NJ,12,173334,79041,252375,330723,356828,687551,748549,39.8,439206,351815,130412,131854,2038,123869,239,16955,365809,382740,99582,52039,122609,107721,127663,105443,611315,137705,33120,38324,34,276334,117760,79516
2018,New Mexico,NM,1,147336,90507,249162,276816,295251,572067,695519,38.0,519356,275678,346658,18789,31144,16645,458,28879,341129,354390,42674,56445,114020,150438,85941,72110,569769,67023,81657,27369,35,305220,132850,64676
2018,New Mexico,NM,2,101489,97767,199256,274387,280313,554700,700177,36.1,587315,255519,384240,13389,37655,5757,286,16365,350559,349618,53315,86249,129475,140301,56724,35815,554623,43173,121715,21591,35,345483,114553,51414
2018,New Mexico,NM,3,148501,76427,244893,266738,279880,546618,696738,38.4,452215,257111,284853,10828,131097,9111,770,22264,344162,352576,27134,62864,124992,151300,70464,57142,557932,60760,64791,26258,35,316037,121452,59683
2018,New York,NY,1,127991,139027,270006,299898,315341,615239,717383,42.1,619839,535401,105126,38490,1794,29035,114,14219,354946,362437,40998,39702,140833,140748,96229,82421,596529,136416,38338,40549,36,257434,119861,82818
2018,New York,NY,2,113074,128078,241152,303054,322661,625715,715030,39.9,543171,443630,167874,73620,2163,22134,265,19990,349130,365900,55326,55804,150228,132533,88875,62566,585535,119912,29733,37654,36,257659,126012,81952
2018,New York,NY,3,157456,109514,266970,324671,356903,681574,727480,44.8,543065,495060,79273,22102,1260,116306,237,14391,354270,373210,51916,36725,101585,106073,143725,128480,600833,174011,24313,46693,36,252396,101539,72887
2018,New York,NY,4,159535,100571,260106,312444,347794,660238,722626,40.3,472245,407634,150031,108093,2513,47761,204,26505,350224,372402,65587,51050,118624,117095,115048,95103,593564,144893,20857,41433,36,255832,114305,78534
2018,New York,NY,5,160500,0,160500,373559,438028,811587,772342,37.9,137876,83640,149269,381477,3697,109225,560,30251,367382,404960,110825,96337,153062,142388,88408,46553,630799,75165,17348,30553,36,331973,144687,78974
2018,New York,NY,6,111646,0,122855,377252,433551,810803,732433,41.2,323611,250849,144958,29061,2793,291750,199,22837,351358,381075,154104,88061,139104,119234,118250,77970,614331,94519,29411,31543,36,319360,122133,78319
2018,New York,NY,7,146687,0,157097,328989,358186,687175,734208,33.6,359508,227596,295651,81519,3645,132437,438,28897,361368,372840,132404,135603,116021,78144,103800,64203,589125,87187,71972,27234,36,333003,106583,62352
2018,New York,NY,8,180376,0,263307,337727,433262,770989,771343,36.2,234620,184575,139061,409136,2260,42252,217,22659,352123,419220,86661,84195,154362,120620,106231,66861,631249,82643,40410,29385,36,343062,130360,75184
2018,New York,NY,9,181455,20901,203135,330761,420394,751155,733271,36.5,262809,236722,83778,355666,1452,52871,143,20353,338031,395240,105905,72117,133018,110978,111622,82251,596582,87044,36782,31482,36,305772,129039,74727
2018,New York,NY,10,173095,37619,210714,335665,370187,705852,730760,36.5,504909,456384,93501,28060,2611,137456,113,20216,354132,376628,109883,62849,75566,67794,160917,158314,605969,193253,72911,50180,36,260482,85559,66675
2018,New York,NY,11,101823,89441,192038,336085,375043,711128,730634,39.7,512646,435273,126197,56505,2013,102601,442,20056,354096,376538,77243,70516,145711,115548,107731,71338,596820,108817,57446,34807,36,302639,109155,76209
2018,New York,NY,12,217430,30446,251604,340975,386083,727058,719072,36.1,524170,466951,98210,37242,1745,100416,283,22579,343380,375692,97132,34005,54786,67813,224293,191838,645146,254619,38839,64971,36,203538,91840,95149
2018,New York,NY,13,180035,10268,190303,341238,407692,748930,774528,34.8,203699,107188,423736,228559,5183,37157,609,50987,366673,407855,144767,138307,122147,111670,98439,68401,640363,62119,40122,22989,36,388626,124069,65549
2018,New York,NY,14,110318,19202,141122,348615,358243,706858,705681,37.2,316916,161001,349790,77616,3868,118014,423,23213,354655,351026,173147,117046,149946,104063,85706,46878,583655,59647,40683,28783,36,317114,136251,70643
2018,New York,NY,15,124469,5205,129674,291915,357792,649707,744647,31.1,112084,18084,492907,254037,5025,13066,852,25513,349262,395385,152730,157416,123764,108491,44198,15922,570643,19822,36836,17368,36,408379,105256,37186
2018,New York,NY,16,182044,0,182044,322545,388917,711462,741586,40.0,346997,269373,186143,245666,3380,39627,201,26213,347548,394038,89815,76015,117254,113745,105211,97753,606525,116686,31436,35127,36,294188,119844,75807
2018,New York,NY,17,170168,0,193318,309459,335372,644831,738481,39.1,514203,442923,163624,78598,2636,43361,124,20829,362821,375660,80352,57524,99587,106702,116953,109319,589484,147803,50099,40234,36,265214,106402,70065
2018,New York,NY,18,139564,112035,251599,295614,307950,603564,721629,39.8,553903,496035,120608,70510,2437,21490,375,23887,359280,362349,33724,44279,127914,135373,96702,76208,585921,122712,44565,36473,36,270772,117608,74829
2018,New York,NY,19,147873,132873,287894,295672,299785,595457,700993,44.7,622712,591696,52650,31565,1577,11778,177,18493,350565,350428,19549,50989,159148,146449,79993,65210,595808,78449,68927,30496,36,293600,142728,81031
2018,New York,NY,20,176811,89058,265869,296264,321272,617536,725925,39.1,578417,553984,46178,67950,1276,36555,245,26549,353197,372728,27809,38801,125149,142071,101628,87193,607769,98888,46868,33861,36,276266,140325,92290
2018,New York,NY,21,99791,131981,235209,293093,281173,574266,706791,40.7,649719,636852,24211,22438,6160,7161,512,13516,361774,345017,11071,51341,173098,148051,63736,52881,587614,56785,80615,28415,36,302128,148073,80628
