Total Population,Median Age,White,White (non Hispanic or Latino),Hispanic or Latino,Black,American Indian,Asian,Pacific,Multiracial,Male,Female,Not a citizen,Male 18+ birthright,Male 18+ bloodright,Male 18+ naturalized,Male 18+ not citizen,Female 18+ birthright,Female 18+ bloodright,Female 18+ naturalized,Female 18+ not citizen,Less than HS,HS grad,Some college,Bachelor's degree,Graduate degree,Total income,No income,Income under 10k,Income 10k to 15k,Income 15k to 25k,Income 25k to 35k,Income 35k to 50k,Income 50k to 65k,Income 65k to 75k,Income above 75k,Income below poverty,Median income,Year,State FIPS,State Abbr,District
704482,42.2,594428,532210,101372,10719,12112,20816,1575,42749,353464,351018,22082,261002,20601,10557,10044,259750,23245,12414,10831,48418,121284,202535,82668,42644,588892,81843,85378,61749,84562,63418,65464,46944,20630,78904,82594,27974,2020,06,CA,1
714171,44.5,558516,499805,127744,10561,15208,27191,1428,49958,353057,361114,48772,238030,42925,19523,23402,247188,44256,23019,21237,45973,91091,159979,132894,86996,597830,67807,74900,49978,71189,58016,61618,48101,23101,143120,53109,37361,2020,06,CA,2
746967,35.3,481579,344489,224697,47466,7879,87019,4546,66801,373506,373461,65073,220866,64052,32874,31178,221532,67407,36807,30600,70515,114277,170573,79464,49408,602656,94129,87833,50355,72396,59220,67507,50655,24573,95988,57830,31979,2020,06,CA,3
750420,44.5,622942,558272,103211,10655,6957,43515,1722,43806,372802,377618,24934,262824,30758,20094,10664,264847,36827,24000,12827,33742,111698,206745,126837,64541,623637,81974,74588,47956,70241,62898,65318,53220,25953,141489,51240,37962,2020,06,CA,4
724984,40.9,438619,353587,207459,44703,5300,82455,3226,57198,353792,371192,68605,209077,70088,36716,33372,225240,74322,42759,31563,61618,104296,178208,112497,59419,604131,69484,75528,43571,68245,63575,75862,57133,27360,123373,33867,37726,2020,06,CA,5
764174,34.3,367986,273073,217685,94644,5369,128125,9801,73564,374721,389453,82480,200800,78546,42258,36288,217035,83576,48150,35426,75007,118743,163487,98926,54080,607684,90243,82493,58854,72898,66165,71088,53121,24879,87943,52895,31453,2020,06,CA,6
762260,38.4,456785,386553,139478,55200,4032,130737,7566,68859,370533,391727,54833,215310,65173,41275,23898,228832,74360,50079,24281,49113,104815,191911,115620,61606,616070,88503,77252,47155,66777,59169,69656,54893,29451,123214,38295,37422,2020,06,CA,7
729399,34.2,510876,303588,311560,56950,9628,25736,2900,65346,366846,362553,48134,214604,48177,25499,22678,216023,49115,26331,22784,76718,133155,169613,48872,29205,559998,110575,78778,56624,75789,59220,58745,39720,18406,62141,77828,26640,2020,06,CA,8
757213,34.6,510169,302973,338684,26447,6007,58717,5519,73634,377896,379317,76529,199718,72889,35944,36945,208050,73088,38674,34414,90498,142368,162558,61920,25791,587751,102965,79646,51838,70943,62340,65767,48260,22499,83493,62501,31092,2020,06,CA,10
760284,40.0,416094,333344,209680,58679,3313,116452,3419,68475,372317,387967,92822,199003,87675,45174,42501,207297,99309,56427,42882,60147,85912,144431,147526,94687,622439,86815,73289,42380,60284,55696,61206,51098,25374,166297,28194,42941,2020,06,CA,11
760817,36.9,307302,261059,166359,123523,5942,161902,4811,64325,369768,391049,97428,205595,92700,46281,46419,220693,101723,56539,45184,68518,80699,118720,155494,122503,642396,82230,81028,46886,62315,56860,65461,53695,29028,164893,25637,41715,2020,06,CA,13
788527,38.9,313722,243158,173932,44602,4290,286682,7705,59695,391046,397481,118648,170670,126874,73701,53173,172946,137386,82127,55259,54417,99080,138089,159142,102649,638318,91789,72432,37091,52684,48444,60618,56644,26742,191874,18843,50381,2020,06,CA,15
776763,36.1,205570,165064,121995,18182,3248,440221,3464,45057,398055,378708,196080,131480,183332,88751,94581,115071,182846,98217,84629,45473,73649,102753,165289,167316,638491,95603,70214,34338,48504,41008,50650,47032,22301,228841,11598,57688,2020,06,CA,17
758327,37.0,311007,187048,297508,20972,5496,225742,3060,70934,382430,375897,113729,165103,129295,73650,55645,157933,134221,82513,51708,92713,96272,133296,122693,70127,615730,89228,77303,45885,61195,57086,67754,48202,23108,145969,20232,39460,2020,06,CA,19
736750,35.1,421171,266699,393893,15146,5184,39756,2439,54878,370218,366532,122751,190636,88489,27711,60778,189871,89099,33477,55622,105152,91857,135152,82958,55767,588087,89955,79088,45326,81558,65009,62618,42748,21299,100486,39708,31203,2020,06,CA,20
769728,32.9,503478,280980,377946,23242,7697,67975,1019,63935,379163,390565,72765,201415,64267,29146,35121,218281,65646,33905,31741,82017,107221,162973,79653,43930,584693,101068,79012,52496,74321,61031,64824,46894,21612,83435,75373,30724,2020,06,CA,22
736030,36.2,560067,393929,269715,13441,7582,35442,792,62502,369878,366152,78076,231827,61845,23416,38429,229762,62471,26432,36039,66016,86099,152923,101881,65985,610655,79401,91269,45945,76637,65382,68347,48803,23871,111000,60426,32329,2020,06,CA,24
724221,38.0,548370,309853,331370,13842,6273,46806,1664,62692,358973,365248,79470,197686,74921,35183,39738,204356,77936,42705,35231,75465,92586,152759,104007,61972,584774,85493,70584,44630,72641,64926,62554,48421,21251,114274,48961,34335,2020,06,CA,26
712193,39.8,468226,391781,174801,21238,3163,94134,922,46264,354127,358066,100671,177274,120965,73850,47115,161360,142714,95496,47218,61244,92671,137362,173457,88263,620152,74685,82240,57203,68172,58367,62601,53003,25867,138014,61279,36343,2020,06,CA,28
715422,35.0,364802,136788,483909,26951,4334,55855,1046,51732,354373,361049,148716,131158,140753,68978,71775,130208,150037,81962,68075,139970,115681,122709,77564,24934,581232,107837,78992,59366,85402,72718,65204,40888,16433,54392,57911,26318,2020,06,CA,29
752561,33.3,411880,188092,408022,76508,5192,59832,1818,67699,369243,383318,78142,199552,71913,35216,36697,209628,78313,40781,37532,89254,121542,151422,74384,44243,592696,113117,80422,53579,74305,62685,65623,45958,20928,76079,55879,29778,2020,06,CA,31
708972,40.8,495502,442524,95247,23787,1655,108922,757,51827,343707,365265,60572,207211,67933,42610,25323,214678,84981,55792,29189,19808,46541,104732,194985,144601,598600,78677,68137,33268,47087,40435,46123,44285,24339,216249,33038,57557,2020,06,CA,33
748454,32.7,317536,100756,527612,47879,9022,56467,2169,74491,374529,373925,112872,173815,101244,47599,53645,171138,107034,53918,53116,122838,123715,139643,59251,21568,588160,124347,82325,50909,82259,66350,66136,44197,18839,52798,41165,26903,2020,06,CA,35
727449,35.6,306726,184886,281238,159394,4279,75554,1148,53923,352609,374840,119758,179864,103331,45589,57742,194964,113331,56889,56442,94838,85998,123053,125235,84860,613257,95884,78213,50700,77104,62272,67096,46906,23261,111821,40574,32962,2020,06,CA,37
706482,37.5,286460,113908,434778,28204,5529,113558,2268,51210,345403,361079,80819,169646,95726,58076,37650,174222,109913,71035,38878,89905,125747,145495,82518,36781,578024,105714,72904,51091,71996,64123,68040,47982,21049,75125,25370,30941,2020,06,CA,38
708362,31.6,331683,30922,623243,32618,7282,16789,1200,53606,356180,352182,178569,118288,136272,48252,88020,120490,137465,54232,83233,179365,110223,95014,35913,13409,547324,122613,78780,56354,87375,74025,58819,29099,11711,28548,71892,23613,2020,06,CA,40
822515,35.4,480788,329220,332264,48652,4935,79065,4135,70476,410730,411785,61364,227799,70374,43919,26455,224797,79318,48385,30933,64711,130728,191706,95813,46592,641116,120947,78884,48689,70926,61887,62394,51226,26440,119723,37137,34931,2020,06,CA,42
711773,33.1,287810,44638,505206,106527,5736,42097,3926,54940,348739,363034,132828,138154,113800,49404,64396,151572,118810,56295,62515,152072,115386,115808,46635,17894,553771,114246,80298,55565,81842,68365,61418,34932,14241,42864,48121,25210,2020,06,CA,44
730071,33.2,363657,123556,479049,13900,5282,100193,2631,50964,366517,363554,155317,145378,131580,56537,75043,142686,134207,62006,72201,141425,111383,119590,72756,26120,583746,109418,77820,47361,84910,75610,71156,41908,16981,58582,52243,27657,2020,06,CA,46
709979,37.5,359711,221671,250890,50611,3820,164936,2887,45023,351292,358687,82832,178692,95612,56490,39122,181466,103292,64198,39094,87189,91446,147694,110767,55989,584603,94900,72226,50084,70164,59971,61981,49567,21217,104493,41756,33283,2020,06,CA,47
741671,37.9,555858,431813,200778,18975,4568,54995,2706,63305,372287,369384,53544,227115,56769,33752,23017,216024,68607,41697,26910,45177,74890,147067,138671,89950,597861,78054,66493,38639,74213,59943,58956,48161,23703,149699,37245,39975,2020,06,CA,49
736161,33.2,438182,98716,515213,49702,6513,58121,3482,70622,375719,360442,121012,176733,104631,51168,53463,148258,121057,61179,59878,129602,124964,138350,54067,21251,582275,121540,88060,61863,86190,67030,62017,37510,15645,42420,78094,24224,2020,06,CA,51
769064,35.7,466651,305463,261191,62218,4563,107433,3045,70579,383410,385654,64885,234820,72172,43917,28255,222474,89720,57860,31860,51583,94390,181536,135290,76718,643041,88506,79790,47056,68641,61923,77461,63633,30097,125934,45903,38375,2020,06,CA,53
775716,35.1,395635,253007,301196,70719,4927,115476,3839,103240,381416,394300,81839,198224,79629,40816,38813,208077,83250,45463,37787,89977,133831,163986,71269,34475,606028,111136,82685,49796,72323,65318,64254,47940,22533,90043,44984,31259,2020,06,CA,9
763777,38.0,360359,321778,111516,39861,3434,246877,2917,55196,391837,371940,95447,222289,118192,69362,48830,196353,126166,84207,41959,66995,67851,106806,219726,152071,676807,55777,70855,48343,53761,47827,56732,55044,30763,257705,27530,58119,2020,06,CA,12
749549,39.9,315292,248628,173467,21563,3660,263647,9658,56427,371779,377770,107744,167515,129965,77127,52838,162910,144616,96186,48430,57960,84785,134313,162848,107584,629598,72929,71800,37813,60023,51253,63077,55115,25829,191759,18058,48131,2020,06,CA,14
736400,30.7,384975,159710,452901,40414,9106,67355,1566,58239,367611,368789,103448,171456,84845,32395,52450,179909,81456,35920,45536,135820,107906,135887,41049,16364,552051,110604,93070,60588,79310,62066,57076,35082,13917,40338,83656,23098,2020,06,CA,16
744487,40.2,446441,384207,121106,15985,3002,184990,2351,50013,371063,373424,107578,183161,104341,54573,49768,182113,113093,65599,47494,29529,55855,100654,161515,178353,610684,80238,65873,31675,46578,41557,48764,42567,21733,231699,23286,61092,2020,06,CA,18
713346,30.1,455541,114935,535636,27431,7905,24276,938,60308,376118,337228,142562,164631,101972,28587,73385,140580,89331,28609,60722,158498,114049,104227,28352,11239,532389,137146,77639,61042,77693,59589,47919,29253,11107,31001,106082,22086,2020,06,CA,21
748143,34.3,509382,327001,307535,46947,8173,39325,1161,62824,378741,369402,55121,223333,51340,24157,27183,218856,51405,27286,24119,80201,127098,166461,67392,36037,579468,115966,80546,54881,71940,54291,56095,43403,20766,81580,81368,29245,2020,06,CA,23
710525,36.3,428733,279075,286848,57091,6933,61515,1593,56659,354052,356473,53219,196592,63070,38832,24238,193544,71724,45560,26164,66332,106220,155464,87847,44352,557861,113284,66514,43005,58629,52227,57414,40625,20068,106095,42182,35446,2020,06,CA,25
711767,41.8,260318,179983,196401,30683,3378,282285,1490,44243,345064,366703,100058,154605,119372,75933,43439,156693,144654,95873,48781,71504,92161,125908,138330,92915,600058,96308,79829,51553,65849,53046,58393,47432,22252,125396,20648,35357,2020,06,CA,27
773221,39.7,472273,377918,223313,40758,3199,100050,1153,54975,379392,393829,93591,187787,113339,70455,42884,190366,128896,85220,43676,60150,91442,154977,162084,88868,645956,87874,77122,50479,71390,60855,68399,53452,26316,150069,42740,38971,2020,06,CA,30
707305,37.2,303488,102239,432878,21055,9397,138438,2799,59836,348144,359161,104409,152956,116320,65844,50476,157425,127280,77788,49492,107651,125967,134107,78468,33361,580573,100586,82481,53861,82195,67639,63156,46575,17859,66221,32290,27429,2020,06,CA,32
734546,35.0,255453,88708,449021,37778,9536,143771,1269,44949,374815,359731,189221,148557,152563,59851,92712,124630,164702,76890,87812,155424,103225,105586,106894,45280,613994,107001,92053,67431,94030,72451,61710,39104,15783,64431,51680,24998,2020,06,CA,34
755516,42.3,484065,300511,372526,37223,8103,27279,1118,58319,378376,377140,82492,219054,75577,35791,39786,218691,79502,40093,39409,99573,148357,167045,72734,45903,622174,105119,86601,60005,92425,70632,65925,41737,19648,80082,70044,27044,2020,06,CA,36
732667,39.1,352268,211665,243900,17389,4294,237552,1602,47228,360352,372315,84025,172127,105823,68424,37399,172258,122125,82198,39927,50391,92358,147574,141387,72897,600094,97776,74595,43316,63105,57329,62202,51547,24561,125663,26646,37780,2020,06,CA,39
768401,31.5,334625,162006,471873,68079,5431,49689,2094,52204,381428,386973,98542,186866,91011,44783,46228,191411,95160,49101,46059,106228,133083,140216,54684,33153,599815,129102,83751,49482,77559,68095,66783,42523,20270,62250,36672,27877,2020,06,CA,41
727766,35.9,255228,103918,349495,155468,6253,97517,3312,59902,353231,374535,125193,157994,107534,48367,59167,174787,115440,56803,58637,106332,106995,137348,94559,43954,583355,97014,75093,52838,79837,66346,65388,45521,19087,82231,36363,30177,2020,06,CA,43
781871,39.1,463247,379678,148456,12733,3056,203837,1748,55404,382627,399244,93620,196133,99222,57898,41324,202889,115037,72125,42912,32232,65542,139903,182363,120753,642886,101435,77141,35733,56082,50292,55729,50978,26369,189127,31756,48660,2020,06,CA,45
720586,42.5,461217,389992,151473,9680,2578,137063,2707,47985,355055,365531,60260,205357,79099,51155,27944,207430,90726,62160,28566,52640,81020,150659,154192,89043,607787,82166,70125,42372,62205,56597,57458,50740,24764,161360,32544,42257,2020,06,CA,48
748893,37.5,548651,404697,246931,19650,9026,40712,2639,67470,371498,377395,64232,215877,62918,34272,28646,217826,72204,41375,30829,60844,115192,175888,99991,50614,598841,91002,77941,47102,71745,62244,66848,50068,23552,108339,54167,33832,2020,06,CA,50
774895,36.8,502377,435071,116728,24317,2848,159418,2886,55526,392953,381942,72412,235927,80786,47140,33646,217093,90284,57184,33100,27756,58041,135452,183496,143031,647342,81550,74293,38718,60173,52369,64396,57328,28792,189723,34669,48192,2020,06,CA,52
817394,38.0,726210,668154,88564,7718,4526,26597,533,37916,413343,404051,30947,307081,26918,11401,15517,300595,27290,14535,12755,18502,82168,144264,182009,130999,690189,65907,104738,42767,73667,68273,82094,64920,31387,156436,67355,38806,2020,08,CO,2
837275,37.4,730557,593373,187299,12121,6021,20227,1148,42281,424313,412962,40732,286710,31358,11941,19417,280707,31181,13612,17569,49882,131248,175339,132872,68580,666285,82965,91062,45004,74484,71624,81437,62444,29991,127274,58140,36458,2020,08,CO,4
825402,36.9,584264,493690,167560,79110,5635,53485,1725,52310,410844,414558,67240,249654,55488,25076,30412,256681,58938,29526,29412,43536,114452,157632,151191,88456,656673,72598,78515,36417,69956,71102,91942,66251,32908,136984,31812,40301,2020,08,CO,6
843348,35.2,627358,487734,229619,68383,6228,28554,1272,57413,421634,421714,60449,287823,50418,21592,28826,287765,51569,24316,27253,60811,105586,138932,190258,115265,702290,70263,80239,42361,74316,74711,93277,80144,33753,153226,55392,41475,2020,08,CO,1
752192,40.5,653846,526093,187025,7171,17238,6694,634,34873,378243,373949,25958,276321,19562,7261,12301,274603,21597,9722,11875,46854,140498,172625,110889,56626,620143,68332,92877,52145,87498,75150,84950,59408,23658,76125,78702,30576,2020,08,CO,3
811504,35.8,648255,569941,134760,47650,6585,19442,2563,58677,414246,397258,22945,296874,21981,11689,10292,278533,27269,16312,10957,31336,117659,192181,121317,79127,656007,82613,86850,52493,79600,75149,85531,60923,28197,104651,57591,33899,2020,08,CO,5
797811,36.3,663815,498465,236299,13539,7438,26734,1008,53759,399530,398281,48783,267553,40406,16120,24286,271779,39241,18194,21047,57864,135470,161062,127453,67811,649692,69418,79197,41397,75448,75190,91200,70967,32779,114096,53489,37763,2020,08,CO,7
709090,40.9,479164,424133,123848,107966,1804,38991,299,37119,341725,367365,45707,218506,48801,27696,21105,241676,53930,33735,20195,49963,133167,127173,107082,83190,590008,66557,73254,40979,67842,58877,70217,58538,31094,122650,35799,38953,2020,09,CT,1
711468,39.9,501922,445645,116170,105524,1311,32144,153,30609,342466,369002,45177,229419,42678,22308,20370,254634,46878,26565,20313,42033,149279,120803,97533,88051,600014,65506,86228,41644,70627,59370,72188,59843,30333,114275,37629,36860,2020,09,CT,3
711957,42.3,551897,480517,134956,53077,1676,27097,207,34467,347388,364569,46607,225230,46673,24225,22448,240825,49388,29614,19774,50752,137763,128002,106349,77158,589278,66538,73626,40529,72604,59498,72630,58811,25743,119299,46454,37687,2020,09,CT,5
701886,42.0,596606,564766,62769,28530,2481,23673,81,32303,352063,349823,22115,261646,21515,11745,9770,259740,26378,15906,10472,34017,138665,139498,99646,77927,595601,58623,84986,38952,69121,58851,69230,61653,30480,123705,38630,38212,2020,09,CT,2
736148,40.5,520405,442881,149469,87064,1807,41357,449,38149,358046,378102,81925,197033,74452,35937,38515,215671,79892,43704,36188,48785,96507,96798,140849,118215,598971,77102,83378,34313,58823,51592,57620,45229,22555,168359,32802,42846,2020,09,CT,4
0,-666666666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-666666666,2020,09,CT,not
967679,41.0,652587,595236,91350,212795,3560,38528,705,37567,467720,499959,44205,323041,41279,20533,20746,355557,43595,24028,19567,63843,210998,182986,129092,92951,798495,89151,109693,57962,97269,94032,104711,79524,35867,130286,56220,34513,2020,10,DE,1
785773,38.7,596277,569952,53164,104109,3132,20511,1547,43608,394989,390784,18854,290706,17908,10057,7851,283851,24733,15235,9498,49183,146137,192720,98372,56684,644636,75385,96706,54171,92782,80399,81165,54693,24249,85086,57799,29962,2020,12,FL,1
726881,42.7,585278,551974,48897,91075,2481,13178,650,25096,371826,355055,18611,280184,18395,8796,9599,268384,17989,10440,7549,63858,171943,157967,75657,49928,610498,96969,91822,55151,87967,73986,78043,47415,18685,60460,70375,27345,2020,12,FL,2
747806,37.6,550046,497846,78153,121940,1863,25781,319,36407,369659,378147,26717,265201,26281,13400,12881,275092,28709,17251,11458,52472,149399,154599,86214,59173,621569,100667,97785,54342,87635,70549,77722,47854,20452,64563,77261,27293,2020,12,FL,3
820783,39.9,646679,599959,74035,78328,2186,38205,526,38263,403541,417242,36081,276373,38048,22927,15121,288754,44288,28038,16250,38015,136257,167288,153125,85232,676013,80201,81353,44608,82343,74925,89926,64118,29556,128983,50278,37035,2020,12,FL,4
737321,34.3,322618,284775,63828,348660,1872,18494,425,30552,357308,380013,26797,248061,24964,12405,12559,272199,25388,14226,11162,67566,159572,149993,69228,33733,596181,99397,100162,51578,90787,79310,76530,45689,16362,36366,50424,25597,2020,12,FL,5
783276,47.4,628757,566512,103087,83079,2374,13893,539,25485,378912,404364,22463,281753,27668,18012,9656,299919,34866,23994,10872,53646,185084,202006,93864,50267,669399,88876,87163,65097,106142,89489,83099,57612,22799,69122,69179,28041,2020,12,FL,6
775811,36.7,566097,435102,201550,84476,1580,37368,337,48176,379628,396183,45252,252441,49349,28770,20579,267196,55704,35020,20684,35688,111112,166025,143170,78664,652774,102353,80220,47748,84347,73650,83547,58071,23289,99549,57733,33014,2020,12,FL,7
766728,48.5,625083,565610,86112,73205,2057,16975,679,34456,373855,392873,25524,274638,28732,17465,11267,288138,37970,25947,12023,48059,156329,193555,109793,67404,654456,77026,89683,59164,100262,82414,82534,53418,22397,87558,59031,29472,2020,12,FL,8
895237,38.0,615052,361178,376211,117934,2690,27006,766,70240,438835,456402,76188,263745,68846,36503,32343,278715,76143,41342,34801,83802,176884,192227,103699,53381,724115,114908,101106,66207,122861,93876,90239,51096,20832,62990,77622,26225,2020,12,FL,9
790906,55.7,678798,617976,87056,58961,2555,10131,231,28112,382073,408833,18441,295105,24613,15759,8854,319523,28521,20067,8454,66015,216826,205279,84119,52243,689274,77646,96893,71612,124376,93364,88350,53358,22449,61226,80629,26040,2020,12,FL,11
736584,47.2,569881,520030,77153,90961,1839,27349,704,33310,357186,379398,34376,256925,39340,23411,15929,274136,46247,29897,16350,51063,155179,180763,116067,62568,636919,64917,82995,56599,95431,84084,87777,56933,22996,85187,58321,30805,2020,12,FL,13
805103,38.6,578542,451395,193337,118321,2701,23724,624,48244,392807,412296,49055,254761,45956,24557,21399,272613,52994,30262,22732,65800,171018,171974,98834,48951,657054,96405,88950,54917,96708,84880,87407,53983,22843,70961,68845,29391,2020,12,FL,15
853737,47.4,689298,587726,150656,78669,2171,18841,410,36643,411738,441999,54570,277382,49955,24632,25323,304972,57711,32536,25175,60886,179394,186061,125731,84234,718964,80415,90358,62350,101890,92467,92561,65191,28241,105491,62762,31682,2020,12,FL,16
781418,48.0,605972,513380,131057,102144,2518,18058,510,34602,379873,401545,47742,252003,54856,32388,22468,269109,61931,39371,22560,56162,155653,182472,121118,69655,663925,78249,84536,54169,96093,79237,87120,57263,24198,103060,54640,31781,2020,12,FL,18
791022,36.9,274620,138702,192977,426545,2108,20646,416,46358,383593,407429,112101,168353,120603,69872,50731,178726,137091,86304,50787,91065,172981,153262,76735,39368,633902,103300,96891,57843,102731,82609,82565,45931,17248,44784,40388,25725,2020,12,FL,20
765204,44.8,554204,431523,172040,117234,1257,24903,346,45280,377966,387238,89270,211654,94029,53298,40731,208197,107930,68018,39912,45192,134463,157718,142408,89215,648020,80271,79326,48477,82737,72407,77702,57012,27986,122102,51934,35153,2020,12,FL,22
768038,41.8,519318,300670,306206,110635,2290,34521,519,68973,366322,401716,103222,162619,121892,79315,42577,175040,147450,99686,47764,41606,122515,160666,134011,87753,635791,95542,85392,44568,76241,69707,77836,54899,23309,108297,51595,34001,2020,12,FL,23
775411,42.6,618307,149405,585881,32548,1640,8664,46,83688,381932,393479,193800,107687,198473,106123,92350,104576,213939,133439,80500,120924,160882,134682,93241,52011,650855,101193,108504,61929,106731,82074,73870,43733,16214,56607,94955,24722,2020,12,FL,25
748601,42.0,567580,155859,538640,37038,1209,15138,339,94236,367349,381252,176337,117014,181965,100554,81411,110298,204779,126551,78228,76625,123750,125162,132709,98565,637157,93314,93830,55667,86268,68014,65343,45949,19441,109331,75757,30203,2020,12,FL,27
843134,35.8,441374,292767,248526,237063,1672,44855,364,61135,409811,433323,108548,216901,92714,47671,45043,231148,103242,54380,48862,72324,146135,170068,122691,60350,676164,98309,91917,59314,106654,91761,79595,52394,20558,75662,51054,27768,2020,12,FL,10
788853,46.5,673158,599127,107114,40670,2230,22014,565,37213,378595,410258,32576,265170,36517,22999,13518,290566,45725,29207,16518,51681,183789,183781,108461,58570,665770,83558,86334,63535,101906,80818,83554,57562,23345,85158,74241,29486,2020,12,FL,12
802492,36.8,525750,352132,254927,142463,1966,38569,677,65963,394449,408043,81554,227391,79007,39116,39891,246802,78308,44995,33313,59869,143669,139436,130347,78541,659758,88396,93560,54515,90466,77698,83366,54256,22005,95496,64685,30926,2020,12,FL,14
788069,51.9,667808,577684,125346,56418,2339,11815,330,26480,392109,395960,39244,283656,40887,21487,19400,290990,40988,23353,17635,74351,210872,182181,86060,52394,679607,84842,92565,67734,114404,89848,88114,52559,22114,67427,77811,27035,2020,12,FL,17
834988,51.7,690047,570974,170834,63849,1100,14882,468,37282,406115,428873,73479,269236,66913,32687,34226,289790,72177,39462,32715,61489,185296,184121,128972,83926,722755,77806,90291,61214,110753,94857,90087,63172,25043,109532,66397,30929,2020,12,FL,19
782529,46.2,563482,425520,195336,124003,1904,21942,286,45119,380162,402367,99763,206556,99424,52622,46802,222333,110038,65626,44412,66373,141439,164864,127096,83523,663473,80994,84199,56238,101096,81464,79052,56245,21907,102278,52259,30752,2020,12,FL,21
749846,37.2,291898,82919,307777,355581,1371,8991,454,51269,367216,382630,141005,130913,149208,82503,66705,140256,161990,100820,61170,106579,164356,133656,72482,39122,608355,111337,101688,60163,99038,82082,67751,35941,13886,36469,49440,23426,2020,12,FL,24
771373,39.2,553664,130525,538926,85152,2550,14214,262,80827,376745,394628,137531,128323,161505,96824,64681,120099,191408,130941,60467,91505,147608,142514,104389,45898,631573,119323,91955,51658,93796,76950,68961,44556,19842,64532,70180,26825,2020,12,FL,26
665536,36.8,277613,263241,34611,345802,1543,8172,696,19422,326003,339533,13677,234216,11948,4190,7758,253084,10010,4974,5036,72205,147367,138254,47161,33678,535273,94760,98597,53073,78358,61250,59001,36842,14452,38940,38290,23393,2020,13,GA,2
756133,36.3,197633,167379,71204,456210,2077,40792,1082,30152,358224,397909,64640,206919,55738,27809,27929,248085,58480,31182,27298,56506,129645,153015,99102,63532,601303,88478,81551,46566,84271,74689,80078,52256,24363,69051,19457,30769,2020,13,GA,4
759318,38.6,501365,445611,93206,104935,7012,89867,142,37381,374245,385073,87630,204631,75432,33906,41526,221488,74639,39081,35558,29675,62531,99074,199144,133926,609616,80544,61486,32976,58730,51640,61272,54471,28195,180302,26192,49515,2020,13,GA,6
710259,37.3,439728,414613,47647,222171,2655,10793,492,19946,346688,363571,18753,245239,15117,5304,9813,268541,13764,6602,7162,64399,158669,141269,61564,46409,571150,96919,88379,51153,80880,66883,66385,46487,19702,54362,57775,26965,2020,13,GA,8
756449,37.2,508582,483347,46173,193264,806,16904,452,22798,371465,384984,20607,261270,20709,10616,10093,279319,20175,11517,8658,59304,156527,139003,79659,57325,613773,92411,100211,54550,79089,66389,71244,53675,22532,73672,55191,28848,2020,13,GA,10
777408,36.9,556658,508366,87613,131198,1904,27488,694,32823,380429,396979,51031,246004,41960,17779,24181,265629,43426,20831,22595,43298,112707,145923,146248,75910,630122,83997,79042,41593,71852,64393,75990,61187,27421,124647,43125,37758,2020,13,GA,11
729203,35.7,419473,396300,46622,254537,1665,12953,626,24071,358694,370509,17839,257171,14445,6058,8387,270199,15862,7853,8009,71328,158822,140083,62708,42285,585684,96867,104552,53913,83112,66642,64065,44312,18500,53721,57406,25338,2020,13,GA,12
770115,36.0,221399,180687,86195,467797,1229,21365,220,26399,359666,410449,41566,217884,41086,21049,20037,273622,37989,19645,18344,54259,142961,156259,93159,55500,605983,85841,78341,42831,83356,74591,85089,58821,23896,73217,22215,32033,2020,13,GA,13
724177,38.2,605200,545460,86067,65721,3100,7516,231,26259,354641,369536,31844,239873,24904,9353,15551,259725,23767,9309,14458,86418,161866,145565,57801,33448,580029,83931,84229,50335,89703,75069,74252,49550,19967,52993,75019,27655,2020,13,GA,14
744521,36.1,460764,434281,51878,221060,2541,13832,1091,29296,366658,377863,20123,259539,18095,8310,9785,274324,18438,9493,8945,56582,150267,159272,80910,49459,597816,82932,91726,48948,86714,70004,75184,51286,21139,69883,53062,28926,2020,13,GA,1
746086,38.3,503574,477904,44531,187372,2159,14905,478,23501,360745,385341,21378,251095,18757,8856,9901,279466,19073,9964,9109,56746,153220,149165,88834,51298,602023,87219,89627,48530,76184,63956,72992,56207,24206,83102,48157,31315,2020,13,GA,3
780778,33.5,253080,227316,54469,441832,2901,36003,400,28101,375107,405671,39552,261737,33893,14385,19508,292133,33154,15369,17785,52105,118652,117942,133530,104080,643854,87824,100334,48909,77027,67682,69683,52440,26019,113936,24199,32040,2020,13,GA,5
833680,36.0,423976,348135,163004,177517,3378,124076,40,44925,405274,428406,115648,192634,98600,44895,53705,213280,102498,50463,52035,59549,109361,137114,148884,79734,647506,107536,80644,41942,70228,68521,75843,57132,27077,118583,32080,36403,2020,13,GA,7
762916,41.1,651220,585649,99837,50428,1992,9937,483,28095,376097,386819,38544,259244,29373,10035,19338,276643,26939,10507,16432,86279,162779,147798,78607,48767,622972,82701,91154,58839,92197,77837,77421,51092,23111,68620,78991,27924,2020,13,GA,9
706681,39.7,120810,108011,62232,15836,926,353995,55193,151999,354434,352247,62797,219215,62556,39400,23156,194074,90280,56081,34199,41115,122310,156287,121839,65215,587307,64070,70696,36547,64445,65394,81721,65575,28383,110476,8401,39264,2020,15,HI,1
713393,39.2,222113,198349,90334,10881,2582,180524,92505,192919,357816,355577,44325,235253,39572,21992,17580,223741,53136,30761,22375,33760,149721,158741,96840,50595,576801,68291,73629,39541,74245,69237,80152,57917,24774,89015,22825,34582,2020,15,HI,2
